type,name,lon,lat
Park,Mayow Park,-0.04889919926899362,51.42984399553793
Park,Belvue Park,-0.36841160791950656,51.54285898053096
Park,Lesnes Abbey Park,0.12842093555117173,51.48891824812287
Park,Brent Meadow,-0.34414910751087974,51.509634641221886
Park,Bittern's Field,-0.3486747367790746,51.52285386680344
Park,Pear Tree Park,-0.33943884569620136,51.5292163043861
Park,,0.19134109724991102,51.58610560330094
Park,Dulwich Park,-0.07880054700910334,51.445713455926786
Park,Thornbury Playing Fields,-0.34423745334790595,51.47208559127516
Park,Wanstead Flats,0.022469877910682345,51.55927518781867
Park,Wanstead Park,0.04222268511393196,51.567697047202905
Park,Islington Green,-0.10312184275408592,51.53617677881623
Park,Larkhall Park,-0.13077136699124456,51.47336946852223
Park,,-0.38030425425551595,51.47509250650095
Park,Wellington Park,-0.377649981914655,51.473610078573465
Park,Nonsuch Park,-0.23374132383593346,51.3578418865392
Park,Beaversfield Park,-0.38855965288283323,51.47087486462944
Park,Park Lane Recreation Ground,0.1923169925492509,51.56753293974137
Park,,-0.1071835118672549,51.65130663460932
Park,St Mary's Field,-0.1480166409193623,51.36614983938269
Park,Wallington Green,-0.15416195730424107,51.36710690374105
Park,Birch (Selsdon),-0.064573309780833,51.336098996209344
Park,Haven Green,-0.30398101418336293,51.51516101637983
Park,Haven Green,-0.3031423004818114,51.51565674938592
Park,Silverhall Park,-0.32686744323138095,51.47099445341241
Park,Stonebridge Gardens,-0.07467709843534709,51.53908635971188
Park,St Mary's Churchyard,-0.176094100902899,51.5215640469144
Park,Paddington Green,-0.17408726506609037,51.520513187299656
Park,Coronation Gardens,-0.010937557025984222,51.55941051408947
Park,Conolly Dell,-0.34135612839529733,51.51075917402439
Park,Dukes Meadows,-0.25350611801397405,51.47825177198337
Park,Horniman Museum and Gardens,-0.061855972353733836,51.44191596988319
Park,,-0.1111967607992157,51.44681850087262
Park,King George V Playing Field,-0.33945889368204496,51.50625870050581
Park,Rosemary Gardens,-0.0876079596206958,51.53844662376792
Park,Jersey Gardens,-0.34059548604977496,51.48335538734236
Park,Eel Brook Common,-0.19517037265888285,51.47671622414666
Park,,-0.37392650646334397,51.560240601717716
Park,Kendor Gardens,-0.19470568303517286,51.40667238080478
Park,,-0.3408687327217311,51.49067074952103
Park,,-0.339157337452564,51.47006611903369
Park,Redlees Park,-0.3323279360665583,51.46585547029712
Park,,-0.35181948586917083,51.4592075227566
Park,Garratt Green,-0.1814183419630913,51.43633810775253
Park,Cottenham Park,-0.23678532672210859,51.41373753270634
Park,Wrythe Recreation Ground,-0.17140145760636788,51.370739627863195
Park,Cheam Park,-0.22151424301886163,51.35903533941488
Park,Cheam Recreation Ground,-0.22365651678368506,51.36225214186799
Park,Cheam War Memorial,-0.21699992257412368,51.36007724350358
Park,Seears Park,-0.21178328772264243,51.36309702731629
Park,Elthorne Park,-0.12547455570947103,51.5704284058712
Park,,-0.1673285929028562,51.37136812938889
Park,Morden Hall Park,-0.18671352309893888,51.40377485265537
Park,Burton Court,-0.15973494850045378,51.48832365006156
Park,Kingsley Park,-0.3559167314629157,51.47392091174396
Park,,-0.13468254050359382,51.373213249113896
Park,Manor Park,-0.19015383728717175,51.36273333700721
Park,Lucas Gardens,-0.0822208261267707,51.47249177792883
Park,St Giles' Churchyard,-0.08684803637893539,51.47248854215924
Park,Ford Square,-0.05685320634519141,51.51659679498079
Park,Cayton Green Park,-0.34067230734934967,51.53751142033943
Park,St. Andrew's Park,0.22903512878485321,51.563340805735365
Park,Hoxton Square,-0.08121261572897531,51.52772603786421
Park,,-0.07665390822971095,51.53177666146294
Park,Jesus Green,-0.06842230331555539,51.52906190153681
Park,Ion Square Gardens,-0.06644861576517999,51.53048147606414
Park,Pollard Square,-0.06436046183282416,51.527429637045664
Park,Paradise Row Gardens,-0.05578099462406758,51.52805941966159
Park,Clapton Square,-0.05386124723019858,51.55107745596036
Park,York Square Gardens,-0.03937432011260894,51.513620365047196
Park,Belgrave Open Space,-0.04224325970688545,51.51600913189407
Park,Jubilee Gardens,-0.054068194411392975,51.515498252181395
Park,Hackney Downs,-0.062164540323809865,51.55401218730378
Park,Aske Gardens,-0.08399684522314875,51.52827051971883
Park,Murray Park,-0.3558699517739673,51.45721736762108
Park,Well Street Common,-0.04182121834599134,51.541237885668906
Park,Shacklewell Green,-0.06961077663967953,51.55311650045479
Park,Russell Park,-0.09813259909739293,51.59503259205035
Park,Stonebridge Common,-0.07474425500990796,51.539978666108354
Park,,-0.0730947786015022,51.54172346744035
Park,Abbey Recreation Ground,-0.19404595733380736,51.4118210705938
Park,,-0.08712549446571093,51.60091954672785
Park,Bruce Castle Park,-0.07402096662689164,51.60006827587502
Park,Lordship Recreation Ground,-0.08742366894590213,51.594819230408916
Park,Woodhouse Open Space,-0.16640966847662134,51.60996278289291
Park,Hampstead Heath Extension,-0.18426755283785407,51.57427388877714
Park,Craneford Way,-0.34130402761029616,51.44895809330592
Park,Mereway Nature Reserve,-0.345553121553636,51.44745088166262
Park,Kneller Gardens,-0.34925883197672675,51.44724292599273
Park,Crane Park,-0.3560779425140568,51.44419641616777
Park,Alexandra Park,-0.12797443556806187,51.59372221273493
Park,Harrow Weald Recreation Ground,-0.3427667354216191,51.60670587984504
Park,Telegraph Hill Lower Park,-0.04509505895117562,51.469270150864375
Park,Penge Recreation Ground,-0.05686357840146396,51.415333704414245
Park,Byron Recreation Ground,-0.3259286901073138,51.59415782523275
Park,Hilly Fields,-0.08877762151985406,51.66931491300776
Park,Barnet Playing Fields,-0.1916080473858364,51.642903118430404
Park,Albany Park,-0.033601914748815666,51.667166891837155
Park,Holland Park,-0.20348424779228008,51.50279983287399
Park,Springfield Park,-0.0588989715477651,51.570476809943074
Park,,-0.06656725090222394,51.67144215208141
Park,Dovehouse Green,-0.169830268348951,51.48748037351262
Park,St. Martin's Gardens,-0.13937120820533355,51.53870131991421
Park,Temple grounds,-0.22039434299230184,51.43069445460855
Park,Pinkwell Park,-0.4401225431826876,51.4996793525787
Park,Haynes Park,0.21504837587999615,51.577679679388226
Park,Haggerston Park,-0.0678949989347161,51.53324991528807
Park,Oaks Park,-0.16865409311652546,51.33780322823503
Park,Geraldine Mary Harmsworth Park,-0.10834920795033781,51.496024748672
Park,,-0.04519254159771711,51.444187449018315
Park,Rectory Park,-0.38322201163664793,51.535220566487446
Park,Islip Manor Park,-0.3755934923118315,51.547079749353394
Park,Islip Manor Meadows,-0.38853169607899307,51.547975465605155
Park,,-0.3970829418550577,51.52349708428063
Park,,-0.399370378394985,51.52008034166393
Park,Stamford Brook Common,-0.2467410934330132,51.49746753100928
Park,Acton Green Common,-0.2570808281705464,51.495567285586915
Park,Chiswick Back Common,-0.2580812410078733,51.49431890131711
Park,Benhill Recreation Ground,-0.18187370146701973,51.36755989273522
Park,Camberwell Green,-0.09258985771696161,51.47488636567537
Park,Walker Ground,-0.1289106322214539,51.62599708928134
Park,,-0.28926100922906206,51.59092630229884
Park,Centenary Park,-0.30393129708308975,51.59894119668543
Park,Mill Hill Park,-0.24258550474159127,51.61078589323315
Park,Lyndhurst Park,-0.2513583758408888,51.611459306437055
Park,Mill Hill Park,-0.23917471287161285,51.612962992869335
Park,The Kingfisher,-0.29884170553748707,51.40948890834531
Park,Woodcock Park,-0.30178913286249626,51.58399402467544
Park,,-0.3299439518853993,51.4862796324773
Park,Churchfield Recreation Ground,-0.06962404801031509,51.63142488150218
Park,Royston Park,-0.18034182697793152,51.37290495191555
Park,Selsdon Recreation Ground,-0.05518617288156336,51.341847348684404
Park,Park Hill Recreation Ground,-0.09153145130424377,51.36931141385752
Park,Telegraph Hill Upper Park,-0.04590755588057726,51.46723295753823
Park,Brunswick Park,-0.14541123556319807,51.628777632452234
Park,West Hendon Playing Fields,-0.252419514960749,51.57844339206514
Park,Heather Park Open Space,-0.28165573134063243,51.542108803800815
Park,Watling Park,-0.26015621857925075,51.606727431649645
Park,Montrose Playing Fields,-0.2568307265168261,51.597899892728634
Park,One Tree Hill Open Space,-0.3035625242058748,51.54430977714607
Park,Barham Park,-0.3101489244389275,51.55300995582892
Park,Sudbury Court,-0.318113398202508,51.56482471415816
Park,Bethnal Green Gardens,-0.054129988693476794,51.52590126553081
Park,Hounslow Heath Open Space,-0.37568895464229707,51.4548151958956
Park,Addington Hills,-0.05820955883765503,51.36295143246483
Park,Lloyd Park,-0.07302150764882048,51.36696056580376
Park,Carlton Square Gardens,-0.044778940364051875,51.52388201151033
Park,,-0.043600440030183193,51.52798927528939
Park,Tredegar Square,-0.03218171683499288,51.52712489061942
Park,Mid Summer Children's Park,-0.37936481713275005,51.46458892189725
Park,Waterlow Park,-0.14478406596451868,51.56837351146877
Park,Abbotts Park,-0.006853855402339269,51.571171715291385
Park,Husseywell Park,0.014247315064653798,51.37806339925762
Park,Bretons Park,0.18330759100924254,51.54153898472347
Park,Markfield Park,-0.06305739523411115,51.581116791878564
Park,Wanstead Flats,0.01852265843610584,51.564298147422456
Park,George Green,0.027569334941264942,51.57442762536185
Park,Pinner Village Gardens,-0.3780279427254953,51.58715558423408
Park,,-0.36986807670716254,51.58519928636408
Park,,-0.36526367681922645,51.58766526854178
Park,Harrow Recreation Ground,-0.34524447850772466,51.584109413546145
Park,West Harrow Recreation Ground,-0.3555090569326616,51.576829669125615
Park,Kenton Recreation Ground,-0.3193600687349333,51.58734396601324
Park,Priestmead Recreation Ground,-0.31651006011060634,51.59588739433401
Park,,-0.30743753292922926,51.598380296751785
Park,,-0.30069248653520414,51.60376132287882
Park,Stanmore Marsh North,-0.3008800575718018,51.60863107363029
Park,Canons Park,-0.29300850520296157,51.6132532256901
Park,Stonegrove Park,-0.2831692018257573,51.61592338497915
Park,Grenville Gardens,-0.120252182375749,51.56916087602452
Park,Tottenhall Recreation Ground,-0.0950685446909475,51.610339609538364
Park,Stoneydown Park,-0.036809354971683084,51.58548799678444
Park,Moormead Park,-0.326223973881417,51.45367656449073
Park,Sydenham Wells Park,-0.06808504941304082,51.42958546000591
Park,Castle Green,0.12120886216378356,51.53309633624941
Park,,-0.15151299117178693,51.42538198130823
Park,Norwood Park,-0.09406860392009891,51.42488838731626
Park,South Croydon Recreation Ground,-0.09766028293882678,51.349569161636566
Park,Norbury Park,-0.11840400701921913,51.413154985761444
Park,Colliers Wood Recreation Ground,-0.17295680822194992,51.41784665503888
Park,,0.033600365155015965,51.51860172841346
Park,West Ham Park,0.018166533956064497,51.53921705366843
Park,Wandle Park,-0.17982404777452757,51.418745766971114
Park,Whitehorse Road Recreation Ground,-0.09612103045729668,51.38988381232047
Park,Wilford Road Recreation Ground,-0.09979753947674211,51.38707168695777
Park,Rose Gardens,-0.31937824205627185,51.480157533241695
Park,Chiswick Rugby Football Club,-0.2611516774315127,51.47475113392464
Park,Ashburton Playing Fields,-0.05475366324470304,51.38502124682083
Park,Museum Gardens,-0.054645661090615166,51.528246947272976
Park,St Andrew's Gardens,-0.11610431916102494,51.525541789528084
Park,Cundy Park,0.03151214419116418,51.51031987125625
Park,Beaumont Square Gardens,-0.04561198695045373,51.520264281126686
Park,Barnard Park,-0.11199470931111162,51.537378551132036
Park,Bowes Meadow,-0.10036697827031596,51.61376563842512
Park,Crease Park,-0.030556524916872857,51.39755479591422
Park,,-0.05129844196023336,51.52447393850754
Park,,-0.04815533262396721,51.52270524041213
Park,,-0.08250515136026568,51.671314697018
Park,Whitehorse Meadow,-0.08874590141213794,51.399952396634475
Park,South Norwood Recreation Ground,-0.07821958965276328,51.39533369665839
Park,Betts Park,-0.0644090806359587,51.40871825346907
Park,,-0.08640103729322719,51.65203765985216
Park,,-0.08758369375432748,51.65374625762237
Park,Avenue Park,-0.4131715654495781,51.48500733749682
Park,,-0.3842131726177531,51.56551703740525
Park,Cheney Row Park,-0.028372440605172345,51.601979421875754
Park,Alexandra Park,-0.2881464997581069,51.38586095219545
Park,Central Park,0.008679646500049657,51.49741521743203
Park,Thornhill Square,-0.11521901639262153,51.540212148765875
Park,Paradise Park,-0.11213256056425555,51.54842063441428
Park,,-0.41396857993988145,51.47575240715366
Park,East Greenwich Pleasaunce,0.013733605969281752,51.484670580394784
Park,St Dunstan's Churchyard,-0.04137495844874539,51.51663310002033
Park,Parsloes Park,0.13305985761611522,51.54428929643943
Park,Mayesbrook Park,0.10945956087525355,51.54373337494118
Park,Goodmayes Park,0.11646744887639146,51.55939095549208
Park,Central Park,0.16642828594146808,51.55880806870801
Park,,0.15470587581402712,51.56097112720633
Park,Eastbrookend Country Park,0.17728095088263132,51.552648717498855
Park,Quarry Park,-0.2117361176178174,51.35924954755501
Park,Godley Gardens,-0.17735447909635524,51.44266255514717
Park,,-0.2390421116695133,51.4941205221957
Park,Ravenscourt Park,-0.23889181549121993,51.497008974430045
Park,Wormholt Park,-0.2372934295088989,51.51082317630834
Park,Caledonian Park,-0.12342799443006039,51.54671625484497
Park,Upminster Hall Playing Fields,0.2603507160678919,51.56779432147038
Park,Greatfields Park,0.09028464781269752,51.53119630009613
Park,Barking Park,0.08632299410575367,51.545314339759
Park,Abbey Green,0.07544467853759693,51.53578955690827
Park,Copthall Playing Fields,-0.22794475480732643,51.60171061758844
Park,Whitehorse Open Space,-0.039846340525745386,51.516199999528226
Park,Wapping Woods,-0.05635795421213571,51.50786242019409
Park,Avondale Park,-0.21267751169977014,51.51050333888501
Park,Hampton Village Green,-0.36904715729550874,51.4151661795241
Park,Roundshaw Park Playing Fields,-0.12337411013869738,51.35415505501429
Park,Ashburton Park,-0.06552734411309459,51.385423277394565
Park,Coulsdon Memorial Ground,-0.1343047016826685,51.315106752988186
Park,Chester Road Park,-0.404641220004211,51.47119965265771
Park,,-0.40220007819782827,51.4508886877111
Park,,0.025240719163482615,51.53187730694023
Park,Sir John McDougall Gardens,-0.026751385344431184,51.49701398881204
Park,Millwall Park,-0.011470740434699919,51.489487273734966
Park,,-0.35211004964707254,51.58637865653638
Park,,-0.3825159164000012,51.59373181637185
Park,Pinner Memorial Park,-0.38522175690403476,51.592677086927445
Park,Roundshaw Park,-0.13543746820825014,51.35101818238995
Park,,-0.2690123909993602,51.40696911238247
Park,Hanworth Park,-0.39685167449491365,51.438538530541145
Park,,-0.39857604841688893,51.442465220223056
Park,,-0.09027987153683675,51.49170359902416
Park,Salisbury Row,-0.08738921126220353,51.49238713413838
Park,Doncaster Gardens,-0.09530049029790577,51.57807469984487
Park,Ducketts Common,-0.10264446423760608,51.58856025836394
Park,Green Gate Common,-0.10084898821924959,51.58803957159998
Park,Colindale Park,-0.24891088108365256,51.59399174313086
Park,Eardley Road Sidings Nature Reserve,-0.14365251765475384,51.41618791981914
Park,Oakleigh Way Recreation Ground,-0.14789749971276464,51.41203225137471
Park,Pollards Hill,-0.12782904367847386,51.40309499795574
Park,Acton Park,-0.2597060957730534,51.507884286562906
Park,Acton Green Common,-0.26378849849803493,51.49543086085284
Park,Homefield Recreation Ground North,-0.24929449115785984,51.48953222409552
Park,St. Peter's Square,-0.2440009844165119,51.49189189131556
Park,Ravenscroft Park,-0.07120481283109123,51.5291222151091
